Item;Category;Price;City;Region;Country
Milk, 2%;Dairy; 2.69;Athens;Attiki;Greece
Mushrooms;Produce; 0.99;Mill Creek;Oklahoma;United States
Deluxe topping pizza;Frozen; 1.99;Warsaw;Mazowieckie;Poland
Spoon size shredded wheat;Cereal; 1.69;Seven Rivers;Westmoreland;Jamaica
Peppers, green only;Produce; 1.39;Herbster;Wisconsin;United States
Texas cheese toast;Frozen; 1.49;Hamburg;Hamburg;Germany
Single serve fruit/gel bowls;Canned; 1.39;Milano;Lombardia;Italy
Butter;Dairy; 1.99;Saratoga;North Carolina;United States
Cat litter, scoopable;Nonfoods; 2.99;Thelma;Kentucky;United States
Potatoes, Russett;Produce; 0.89;Port Elizabeth;New Jersey;United States
Celery;Produce; 0.99;Stirling;Scotland;United Kingdom
Eggs, large;Dairy; 0.89;Plymouth;Tobago;Trinidad and Tobago
Pudding mix, choc/vanilla;Baking; 0.29;Madrid;Distrito Capital;Colombia
Spoon size shredded wheat;Cereal; 1.69;Prudence Island;Rhode Island;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Milano;Lombardia;Italy
Pudding mix, choc/vanilla;Baking; 0.29;Athens;Attiki;Greece
Lite drink mix (Crystal Lite);Beverages; 1.89;Venlo;Limburg;Netherlands
Tissues;Nonfoods; 0.89;Shanghai;Shanghai;China
Larado paper plates;Nonfoods; 0.89;Campeche;Campeche;Mexico
Tyson roasted chicken;Meat; 3.99;Blountsville;Alabama;United States
L'Oven Fresh white bread;Baked goods; 0.59;Port Elizabeth;New Jersey;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Holguin;Holguin;Cuba
Snack crackers (ritz);Snack; 1.29;Cattaraugus;New York;United States
L'Oven Fresh white bread;Baked goods; 0.59;Jose Leon Suarez;Buenos Aires;Argentina
Baking soda;Baking; 0.39;Blountsville;Alabama;United States
Orange juice, not from concentrate;Dairy; 1.99;Jose Leon Suarez;Buenos Aires;Argentina
Vegetarian vegetable condensed soup;Canned; 0.43;Graysville;Tennessee;United States
Eggs, large;Dairy; 0.89;Helsinki;Etela-Suomen Laani;Finland
Cheese, Colby brick;Dairy; 1.49;Paris;Ile-De-France;France
Cinnamon Grahams;Snack; 0.99;Gafsa;Qafsah;Tunisia
Tyson roasted chicken;Meat; 3.99;Cairo;Illinois;United States
Peppers, tricolor pack;Produce; 1.99;Sofia;Sofiya;Bulgaria
Belmont chocolate chip cookies;Snack; 1.49;Kyoto;Kyoto;Japan
Sweetener packets;Baking; 1.49;Thelma;Kentucky;United States
Lettuce, iceberg;Produce; 0.89;Fengjie;Sichuan;China
Eggs, large;Dairy; 0.89;Douglas City;California;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Paris;Ile-De-France;France
Single serve fruit/gel bowls;Canned; 1.39;Hamburg;Arkansas;United States
Cucumber (large);Produce; 0.49;Hawkinsville;Georgia;United States
Rye bread, seeded;Baked goods; 0.99;Eau Galle;Wisconsin;United States
Mushrooms;Produce; 0.99;Hawkinsville;Georgia;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Bangkok;Krung Thep Mahanakhon;Thailand
Pudding mix, choc/vanilla;Baking; 0.29;Las Vegas;Nevada;United States
Belmont chocolate chip cookies;Snack; 1.49;Sliema;Malta;Malta
Cat litter, scoopable;Nonfoods; 2.99;Marthaville;Louisiana;United States
Eggs, large;Dairy; 0.89;North Grafton;Massachusetts;United States
Broccoli stir fry mixture;Frozen; 0.89;San Francisco;California;United States
Texas cheese toast;Frozen; 1.49;North Grafton;Massachusetts;United States
Broccoli stir fry mixture;Frozen; 0.89;Stirling;Scotland;United Kingdom
Larado paper plates;Nonfoods; 0.89;Santiago del Estero;Santiago del Estero;Argentina
Deluxe topping pizza;Frozen; 1.99;Moscow;Moskva;Russia
Texas cheese toast;Frozen; 1.49;London;Ontario;Canada
Applesauce cups (reg/cinnamon);Canned; 0.89;Tornillo;Texas;United States
Peppers, tricolor pack;Produce; 1.99;Vienna;Georgia;United States
Lettuce, iceberg;Produce; 0.89;Wellington;Wellington;New Zealand
Lite drink mix (Crystal Lite);Beverages; 1.89;Barcelona;CataluÒa;Spain
Belmont chocolate chip cookies;Snack; 1.49;Davos;Graubunden;Switzerland
Orange juice, not from concentrate;Dairy; 1.99;Franklin Springs;New York;United States
Mushrooms;Produce; 0.99;Rogersville;Alabama;United States
Peppers, green only;Produce; 1.39;Wallops Island;Virginia;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Thelma;Kentucky;United States
Wheat crackers (triscuit);Snack; 0.99;Las Vegas;Nevada;United States
Pudding mix, choc/vanilla;Baking; 0.29;Elizabeth;New Jersey;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Santiago;Santiago;Dominican Republic
Cinnamon Grahams;Snack; 0.99;Athens;Attiki;Greece
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Franklin Springs;New York;United States
Peppers, green only;Produce; 1.39;Roxborough;Tobago;Trinidad and Tobago
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Thousandsticks;Kentucky;United States
Cucumber (large);Produce; 0.49;Hamburg;Arkansas;United States
Peppers, green only;Produce; 1.39;Moscow;Moskva;Russia
Tyson roasted chicken;Meat; 3.99;North Grafton;Massachusetts;United States
Cat litter, scoopable;Nonfoods; 2.99;Paris;Arkansas;United States
Single serve fruit/gel bowls;Canned; 1.39;Barcelona;CataluÒa;Spain
Cinnamon Grahams;Snack; 0.99;Helsinki;Etela-Suomen Laani;Finland
Lite drink mix (Crystal Lite);Beverages; 1.89;Borden;Indiana;United States
Lettuce, iceberg;Produce; 0.89;Kent City;Michigan;United States
Sausage, brown/serve;Frozen; 0.99;Sliema;Malta;Malta
Broccoli stir fry mixture;Frozen; 0.89;Bluff City;Kansas;United States
Larado paper plates;Nonfoods; 0.89;Moscow;Moskva;Russia
Saltines;Snack; 0.69;Port Elizabeth;New Jersey;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;New York;New York;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Moscow;Moskva;Russia
Cinnamon Grahams;Snack; 0.99;North Grafton;Massachusetts;United States
Sweetener packets;Baking; 1.49;Cogswell;North Dakota;United States
Beef/bean burrito;Frozen; 0.29;Scarborough;Tobago;Trinidad and Tobago
Milk, 2%;Dairy; 2.69;Los Angeles;California;United States
Cheese, Colby brick;Dairy; 1.49;Plymouth;Tobago;Trinidad and Tobago
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;New York;New York;United States
Butter;Dairy; 1.99;Finlayson;Minnesota;United States
Sweetener packets;Baking; 1.49;Santiago;Santiago;Dominican Republic
Bananas;Produce; 0.33;Holguin;Holguin;Cuba
L'Oven Fresh white bread;Baked goods; 0.59;North Grafton;Massachusetts;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Hawkinsville;Georgia;United States
Lettuce, iceberg;Produce; 0.89;Douglas City;California;United States
Bananas;Produce; 0.33;Cushing;Texas;United States
Cheese, Colby brick;Dairy; 1.49;Herbster;Wisconsin;United States
Larado paper plates;Nonfoods; 0.89;Paris;Ile-De-France;France
L'Oven Fresh white bread;Baked goods; 0.59;Seven Rivers;Westmoreland;Jamaica
Peppers, green only;Produce; 1.39;Borden;Indiana;United States
Larado paper plates;Nonfoods; 0.89;Jose Leon Suarez;Buenos Aires;Argentina
Peppers, green only;Produce; 1.39;Vest;Kentucky;United States
Milk, 2%;Dairy; 2.69;Plymouth;Tobago;Trinidad and Tobago
Single serve fruit/gel bowls;Canned; 1.39;Hamburg;Illinois;United States
Cat litter, scoopable;Nonfoods; 2.99;Moscow;Moskva;Russia
Saltines;Snack; 0.69;Cattaraugus;New York;United States
Baking soda;Baking; 0.39;Greymouth;West Coast;New Zealand
Tissues;Nonfoods; 0.89;Fengjie;Sichuan;China
Beef/bean burrito;Frozen; 0.29;Madrid;Distrito Capital;Colombia
L'Oven Fresh white bread;Baked goods; 0.59;Plymouth;Tobago;Trinidad and Tobago
Deluxe topping pizza;Frozen; 1.99;Holguin;Holguin;Cuba
Sausage, brown/serve;Frozen; 0.99;North Grafton;Massachusetts;United States
Cheese, Colby brick;Dairy; 1.49;San Francisco;California;United States
Peppers, tricolor pack;Produce; 1.99;Crooks;South Dakota;United States
Baking soda;Baking; 0.39;Tokyo;Tokyo;Japan
Potatoes, Russett;Produce; 0.89;Montpellier;Languedoc-Roussillon;France
Cinnamon Grahams;Snack; 0.99;Malone;New York;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Herbster;Wisconsin;United States
Baking soda;Baking; 0.39;Elizabeth;New Jersey;United States
Mushrooms;Produce; 0.99;Haslev;Vestsjalland;Denmark
Wheat crackers (triscuit);Snack; 0.99;Ormond Beach;Florida;United States
Belmont chocolate chip cookies;Snack; 1.49;Chicago;Illinois;United States
Texas cheese toast;Frozen; 1.49;La Rochelle;Poitou-Charentes;France
Applesauce cups (reg/cinnamon);Canned; 0.89;Vienna;Georgia;United States
Peppers, green only;Produce; 1.39;Roxborough;Tobago;Trinidad and Tobago
Spoon size shredded wheat;Cereal; 1.69;Finlayson;Minnesota;United States
Rye bread, seeded;Baked goods; 0.99;Jerusalem;Yerushalayim  (Jerusalem);Israel
Single serve peach cups;Canned; 1.39;Hamburg;Arkansas;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Beijing;Beijing;China
Waffles;Frozen; 0.99;Hamburg;Hamburg;Germany
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Santiago del Estero;Santiago del Estero;Argentina
Single serve peach cups;Canned; 1.39;Campeche;Campeche;Mexico
Butter;Dairy; 1.99;Helsinki;Etela-Suomen Laani;Finland
Cheese, Colby brick;Dairy; 1.49;Venlo;Limburg;Netherlands
Sausage, brown/serve;Frozen; 0.99;Tornillo;Texas;United States
Lettuce, iceberg;Produce; 0.89;Borden;Indiana;United States
Single serve peach cups;Canned; 1.39;Vienna;Georgia;United States
Snack crackers (ritz);Snack; 1.29;New York;New York;United States
Saltines;Snack; 0.69;Cushing;Texas;United States
Waffles;Frozen; 0.99;Shanghai;Shanghai;China
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Beijing;Beijing;China
Celery;Produce; 0.99;Hamburg;Illinois;United States
Beef/bean burrito;Frozen; 0.29;Scarborough;Tobago;Trinidad and Tobago
Larado paper plates;Nonfoods; 0.89;Las Vegas;Nevada;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Blountsville;Alabama;United States
Lettuce, iceberg;Produce; 0.89;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Butter;Dairy; 1.99;Hamburg;Arkansas;United States
Peppers, tricolor pack;Produce; 1.99;Los Angeles;California;United States
Peppers, green only;Produce; 1.39;Beijing;Beijing;China
Cookies, chocolate sandwich (Oreo);Snack; 0.99;London;Ontario;Canada
Mushrooms;Produce; 0.99;Vest;Kentucky;United States
Lettuce, iceberg;Produce; 0.89;Moscow;Moskva;Russia
Belmont chocolate chip cookies;Snack; 1.49;Cushing;Texas;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Bangkok;Krung Thep Mahanakhon;Thailand
Larado paper plates;Nonfoods; 0.89;Bluff City;Kansas;United States
L'Oven Fresh white bread;Baked goods; 0.59;Barcelona;CataluÒa;Spain
Milk, 2%;Dairy; 2.69;Bangkok;Krung Thep Mahanakhon;Thailand
Lite drink mix (Crystal Lite);Beverages; 1.89;Port Elizabeth;New Jersey;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Montpellier;Languedoc-Roussillon;France
Pudding mix, choc/vanilla;Baking; 0.29;Bluff City;Kansas;United States
Beef/bean burrito;Frozen; 0.29;North Grafton;Massachusetts;United States
Saltines;Snack; 0.69;Glendale;Arizona;United States
Beef/bean burrito;Frozen; 0.29;Vienna;Georgia;United States
Eggs, large;Dairy; 0.89;Thousandsticks;Kentucky;United States
Cat litter, scoopable;Nonfoods; 2.99;Fengjie;Sichuan;China
Orange juice, not from concentrate;Dairy; 1.99;Hamburg;Hamburg;Germany
Deluxe topping pizza;Frozen; 1.99;Kent City;Michigan;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Mill Creek;Oklahoma;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Wellington;Wellington;New Zealand
Cheese, Colby brick;Dairy; 1.49;Port Elizabeth;New Jersey;United States
Spoon size shredded wheat;Cereal; 1.69;Paris;Arkansas;United States
Spoon size shredded wheat;Cereal; 1.69;Davos;Graubunden;Switzerland
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Meadowlands;Minnesota;United States
Saltines;Snack; 0.69;Saratoga;North Carolina;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Tokyo;Tokyo;Japan
Rye bread, seeded;Baked goods; 0.99;Haslev;Vestsjalland;Denmark
Waffles;Frozen; 0.99;Houston;Ohio;United States
Bananas;Produce; 0.33;Sofia;Sofiya;Bulgaria
Snack crackers (ritz);Snack; 1.29;Plymouth;Tobago;Trinidad and Tobago
Bananas;Produce; 0.33;Campeche;Campeche;Mexico
Belmont chocolate chip cookies;Snack; 1.49;Holguin;Holguin;Cuba
Celery;Produce; 0.99;Warsaw;Mazowieckie;Poland
Tyson roasted chicken;Meat; 3.99;West Long Branch;New Jersey;United States
Cinnamon Grahams;Snack; 0.99;Shanghai;Shanghai;China
Belmont chocolate chip cookies;Snack; 1.49;Paris;Ile-De-France;France
Sausage, brown/serve;Frozen; 0.99;North Grafton;Massachusetts;United States
Broccoli stir fry mixture;Frozen; 0.89;Byron;New York;United States
Bananas;Produce; 0.33;Warsaw;Mazowieckie;Poland
Tissues;Nonfoods; 0.89;Cairo;Illinois;United States
Cinnamon Grahams;Snack; 0.99;La Rochelle;Poitou-Charentes;France
Single serve peach cups;Canned; 1.39;Desmet;Idaho;United States
Bananas;Produce; 0.33;Gafsa;Qafsah;Tunisia
Snack crackers (ritz);Snack; 1.29;Trondheim;Sor-Trondelag;Norway
Spoon size shredded wheat;Cereal; 1.69;Finlayson;Minnesota;United States
Rye bread, seeded;Baked goods; 0.99;Byron;New York;United States
Potatoes, Russett;Produce; 0.89;Houston;Ohio;United States
Eggs, large;Dairy; 0.89;Thelma;Kentucky;United States
Tyson roasted chicken;Meat; 3.99;Ormond Beach;Florida;United States
Lettuce, iceberg;Produce; 0.89;Wallops Island;Virginia;United States
Butter;Dairy; 1.99;Santiago del Estero;Santiago del Estero;Argentina
Rye bread, seeded;Baked goods; 0.99;Warsaw;Mazowieckie;Poland
Peppers, tricolor pack;Produce; 1.99;Bluff City;Kansas;United States
Celery;Produce; 0.99;Haslev;Vestsjalland;Denmark
Broccoli stir fry mixture;Frozen; 0.89;Victoria Falls;Matabeleland North;Zimbabwe
Butter;Dairy; 1.99;Milano;Lombardia;Italy
Cucumber (large);Produce; 0.49;Santiago del Estero;Santiago del Estero;Argentina
Tissues;Nonfoods; 0.89;Greymouth;West Coast;New Zealand
Lettuce, iceberg;Produce; 0.89;North Grafton;Massachusetts;United States
Eggs, large;Dairy; 0.89;Las Vegas;Nevada;United States
Tissues;Nonfoods; 0.89;Santa Fe;Tennessee;United States
Butter;Dairy; 1.99;Las Vegas;Nevada;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Campeche;Campeche;Mexico
Cheese, Colby brick;Dairy; 1.49;Desmet;Idaho;United States
Eggs, large;Dairy; 0.89;Santiago del Estero;Santiago del Estero;Argentina
Tissues;Nonfoods; 0.89;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Potatoes, Russett;Produce; 0.89;Hamburg;Illinois;United States
Deluxe topping pizza;Frozen; 1.99;Tokyo;Tokyo;Japan
Potatoes, Russett;Produce; 0.89;Paris;Ile-De-France;France
Beef/bean burrito;Frozen; 0.29;Saratoga;North Carolina;United States
Potatoes, Russett;Produce; 0.89;Borden;Indiana;United States
Peppers, green only;Produce; 1.39;Hawkinsville;Georgia;United States
Butter;Dairy; 1.99;Bangkok;Krung Thep Mahanakhon;Thailand
Texas cheese toast;Frozen; 1.49;Amsterdam;Ohio;United States
Broccoli stir fry mixture;Frozen; 0.89;Beijing;Beijing;China
Spoon size shredded wheat;Cereal; 1.69;Houston;Ohio;United States
Beef/bean burrito;Frozen; 0.29;Prudence Island;Rhode Island;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Malone;New York;United States
Celery;Produce; 0.99;Cologne;Nordrhein-Westfalen;Germany
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Thelma;Kentucky;United States
Cinnamon Grahams;Snack; 0.99;Kyoto;Kyoto;Japan
Belmont chocolate chip cookies;Snack; 1.49;Campeche;Campeche;Mexico
Pudding mix, choc/vanilla;Baking; 0.29;Greymouth;West Coast;New Zealand
Single serve fruit/gel bowls;Canned; 1.39;Desmet;Idaho;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Port Harcourt;Rivers;Nigeria
Waffles;Frozen; 0.99;Thousandsticks;Kentucky;United States
Cinnamon Grahams;Snack; 0.99;Santa Fe;Tennessee;United States
Tissues;Nonfoods; 0.89;Thelma;Kentucky;United States
Snack crackers (ritz);Snack; 1.29;Hamburg;Arkansas;United States
Tyson roasted chicken;Meat; 3.99;Hamburg;Hamburg;Germany
Broccoli stir fry mixture;Frozen; 0.89;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Beef/bean burrito;Frozen; 0.29;Seven Rivers;Westmoreland;Jamaica
Sweetener packets;Baking; 1.49;Eau Galle;Wisconsin;United States
Wheat crackers (triscuit);Snack; 0.99;Hawkinsville;Georgia;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Peppers, tricolor pack;Produce; 1.99;London;Ontario;Canada
Deluxe topping pizza;Frozen; 1.99;Meadowlands;Minnesota;United States
Single serve fruit/gel bowls;Canned; 1.39;Kent City;Michigan;United States
Cheese, Colby brick;Dairy; 1.49;Vest;Kentucky;United States
Saltines;Snack; 0.69;Douglas City;California;United States
Milk, 2%;Dairy; 2.69;Wallops Island;Virginia;United States
Sweetener packets;Baking; 1.49;Scarborough;Tobago;Trinidad and Tobago
Rye bread, seeded;Baked goods; 0.99;Blountsville;Alabama;United States
L'Oven Fresh white bread;Baked goods; 0.59;Campeche;Campeche;Mexico
Celery;Produce; 0.99;Tornillo;Texas;United States
Cheese, Colby brick;Dairy; 1.49;Cogswell;North Dakota;United States
Larado paper plates;Nonfoods; 0.89;Wallops Island;Virginia;United States
Single serve peach cups;Canned; 1.39;New York;New York;United States
Mushrooms;Produce; 0.99;Malone;New York;United States
Tissues;Nonfoods; 0.89;Finlayson;Minnesota;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Jose Leon Suarez;Buenos Aires;Argentina
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Cushing;Texas;United States
Eggs, large;Dairy; 0.89;Eau Galle;Wisconsin;United States
Single serve fruit/gel bowls;Canned; 1.39;Athens;Attiki;Greece
Single serve fruit/gel bowls;Canned; 1.39;Port Harcourt;Rivers;Nigeria
L'Oven Fresh white bread;Baked goods; 0.59;Meadowlands;Minnesota;United States
Broccoli stir fry mixture;Frozen; 0.89;Blountsville;Alabama;United States
Deluxe topping pizza;Frozen; 1.99;Madrid;Distrito Capital;Colombia
Sausage, brown/serve;Frozen; 0.99;Molodesjnaja;Enderby Land;Antarctica
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Moscow;Moskva;Russia
Belmont chocolate chip cookies;Snack; 1.49;Tokyo;Tokyo;Japan
Saltines;Snack; 0.69;Mill Creek;Oklahoma;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Los Angeles;California;United States
Wheat crackers (triscuit);Snack; 0.99;Hawkinsville;Georgia;United States
Celery;Produce; 0.99;Santa Fe;Tennessee;United States
Mushrooms;Produce; 0.99;Madrid;Distrito Capital;Colombia
Potatoes, Russett;Produce; 0.89;London;Ontario;Canada
Single serve fruit/gel bowls;Canned; 1.39;Wallops Island;Virginia;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Bangkok;Krung Thep Mahanakhon;Thailand
Single serve peach cups;Canned; 1.39;Houston;Ohio;United States
Deluxe topping pizza;Frozen; 1.99;Paris;Ile-De-France;France
Texas cheese toast;Frozen; 1.49;Marthaville;Louisiana;United States
Deluxe topping pizza;Frozen; 1.99;Douglas City;California;United States
Rye bread, seeded;Baked goods; 0.99;Fengjie;Sichuan;China
Snack crackers (ritz);Snack; 1.29;Haslev;Vestsjalland;Denmark
Texas cheese toast;Frozen; 1.49;Las Vegas;Nevada;United States
